file,text
/content/drive/MyDrive/tdp/dataset2/a_Flor_0.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_1.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_2.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_3.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_4.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_5.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Flor_6.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_0.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_1.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_2.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_3.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_4.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_5.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Jack_6.wav,a
/content/drive/MyDrive/tdp/dataset2/ache_Flor_0.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_1.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_2.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_3.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_4.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_5.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Flor_6.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_0.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_1.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_2.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_3.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_4.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_5.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Jack_6.wav,ache
/content/drive/MyDrive/tdp/dataset2/be_Flor_0.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_1.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_2.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_3.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_4.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_5.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Flor_6.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_0.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_1.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_2.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_3.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_4.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_5.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Jack_6.wav,be
/content/drive/MyDrive/tdp/dataset2/ce_Flor_0.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_1.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_2.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_3.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_4.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_5.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Flor_6.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_0.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_1.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_2.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_3.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_4.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_5.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Jack_6.wav,ce
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_0.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_1.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_2.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_3.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_4.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_5.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Flor_6.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_0.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_1.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_2.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_3.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_4.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_5.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Jack_6.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_0.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_1.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_2.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_3.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_4.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_5.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Flor_6.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Jack_0.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Jack_1.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Jack_2.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Jack_3.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Jack_4.wav,cinco
