file,text
/content/drive/MyDrive/tdp/dataset2/a_Pedro_0.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_1.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_2.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_3.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_4.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_5.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Pedro_6.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_0.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_1.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_2.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_3.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_4.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_5.wav,a
/content/drive/MyDrive/tdp/dataset2/a_Steffi_6.wav,a
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_0.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_1.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_2.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_3.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_4.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_5.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Pedro_6.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_0.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_1.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_2.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_3.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_4.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_5.wav,ache
/content/drive/MyDrive/tdp/dataset2/ache_Steffi_6.wav,ache
/content/drive/MyDrive/tdp/dataset2/be_Pedro_0.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_1.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_2.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_3.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_4.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_5.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Pedro_6.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_0.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_1.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_2.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_3.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_4.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_5.wav,be
/content/drive/MyDrive/tdp/dataset2/be_Steffi_6.wav,be
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_0.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_1.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_2.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_3.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_4.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_5.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Pedro_6.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_0.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_1.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_2.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_3.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_4.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_5.wav,ce
/content/drive/MyDrive/tdp/dataset2/ce_Steffi_6.wav,ce
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_0.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_1.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_2.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_3.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_4.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_5.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Pedro_6.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_0.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_1.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_2.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_3.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_4.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_5.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cerrar_Steffi_6.wav,cerrar
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_0.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_1.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_2.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_3.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_4.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_5.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Pedro_6.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_0.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_1.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_2.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_3.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_4.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_5.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cinco_Steffi_6.wav,cinco
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_0.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_1.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_2.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_3.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_4.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_5.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Pedro_6.wav,cuatro
/content/drive/MyDrive/tdp/dataset2/cuatro_Steffi_0.wav,cuatro
